,SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
831,Dominant-Upper-Arm,sitting:-legs-straight,772.5640602,5.53772865,770.0142856,11592.76675,20224.21902,6470989.41,0.977198697,240410.0341,5.863192182,217358.696,0.977198697,244771.8049,1.51E-07
832,Dominant-Upper-Arm,sitting:-legs-straight,776.3222735,2.173827276,776.3568767,11738.18721,20132.88094,1557526.042,6.953210011,60062.78565,3.819368879,57795.3106,1.860718172,35372.94646,4.46E-06
833,Dominant-Upper-Arm,sitting:-legs-straight,771.7571648,3.423125295,772.0705926,11637.38424,20239.46395,3362178.48,3.717391304,230194.6073,0.489130435,199076.0811,0.684782609,144615.2823,1.11E-06
834,Dominant-Upper-Arm,sitting:-legs-straight,772.3730382,1.260752594,772.440289,11638.07935,20037.78431,355316.1615,5.973884657,17676.388,5.28835691,16778.84992,1.46898803,2903.693528,1.68E-05
835,Dominant-Upper-Arm,sitting:-legs-straight,771.5503113,1.141560348,771.7272834,11576.05006,20092.45781,212019.6702,7.344940152,12070.32862,6.071817193,6902.69116,2.056583243,3532.830112,3.46E-05
836,Dominant-Upper-Arm,sitting:-legs-straight,771.3615068,1.270443461,771.2989044,11520.37486,20233.63381,337109.2788,7.344940152,14146.66962,6.561479869,11255.80793,1.566920566,6931.996359,2.18E-05
837,Dominant-Upper-Arm,sitting:-legs-straight,771.0702062,1.191804415,771.1173711,11543.26583,20226.6211,252179.1263,7.344940152,11472.51841,4.113166485,9697.667624,1.860718172,3956.673187,2.91E-05
838,Dominant-Upper-Arm,sitting:-legs-straight,771.3399348,1.099951721,771.2989044,11182.80188,20131.58729,225731.7616,7.344940152,10627.45832,7.442872688,9576.563954,1.371055495,3510.494489,3.25E-05
839,Dominant-Upper-Arm,sitting:-legs-straight,771.288921,1.166688536,771.2470421,11444.02442,20158.84131,248435.8494,7.442872688,10209.00212,7.638737758,8164.057088,0.783460283,4319.015111,3.00E-05
840,Dominant-Upper-Arm,sitting:-legs-straight,770.9554863,1.19965388,771.039558,11643.52962,20267.38849,293754.6888,6.908108108,12534.72942,6.616216216,11547.91689,1.264864865,3134.003355,2.35E-05
